 10 
 250 3120 
 78 249 73 
 79 82 -12 
 79 90 18 
 79 101 -86 
 79 114 100 
 79 116 -42 
 79 119 96 
 79 121 -98 
 79 127 21 
 79 128 17 
 79 141 75 
 79 148 12 
 79 153 80 
 79 154 -24 
 79 166 -34 
 79 174 -19 
 79 176 89 
 79 183 -29 
 79 191 16 
 79 193 88 
 79 194 -7 
 79 224 -93 
 79 245 71 
 80 84 -35 
 80 98 15 
 80 101 -55 
 80 103 24 
 80 105 -77 
 80 109 -88 
 80 116 -84 
 80 120 -79 
 80 143 17 
 80 149 -73 
 80 159 53 
 80 175 -82 
 80 185 -29 
 80 194 48 
 80 198 -74 
 80 205 84 
 80 213 53 
 80 238 -55 
 80 247 23 
 81 84 -10 
 81 88 -93 
 81 99 -49 
 81 111 -92 
 81 120 -79 
 81 122 -18 
 81 124 -39 
 81 127 73 
 81 131 43 
 81 139 50 
 81 140 63 
 81 142 -10 
 81 148 49 
 81 154 -15 
 81 157 5 
 81 164 41 
 81 176 62 
 81 186 -96 
 81 192 11 
 81 200 96 
 81 203 49 
 81 219 -94 
 81 220 33 
 81 243 99 
 81 246 -66 
 81 248 45 
 82 89 38 
 82 91 -25 
 82 100 -9 
 82 106 25 
 82 113 -49 
 82 118 -62 
 82 120 3 
 82 126 56 
 82 129 -4 
 82 142 -68 
 82 143 72 
 82 156 -8 
 82 158 85 
 82 159 98 
 82 164 -38 
 82 165 -22 
 82 198 -42 
 82 209 -95 
 82 210 6 
 82 211 29 
 82 229 -62 
 82 250 -65 
 83 120 -6 
 83 133 29 
 83 135 -11 
 83 136 -83 
 83 151 73 
 83 163 12 
 83 175 18 
 83 184 -87 
 83 188 -14 
 83 204 23 
 83 222 -1 
 83 230 -30 
 84 94 -45 
 84 112 -37 
 84 116 -83 
 84 125 75 
 84 143 9 
 84 156 41 
 84 175 2 
 84 181 66 
 84 184 59 
 84 194 -89 
 84 205 95 
 84 211 65 
 84 220 -20 
 84 223 67 
 84 226 -91 
 84 243 80 
 85 91 90 
 85 93 66 
 85 97 -85 
 85 109 60 
 85 113 53 
 85 115 74 
 85 116 67 
 85 125 92 
 85 166 34 
 85 176 -15 
 85 182 14 
 85 199 -66 
 85 223 68 
 86 109 -61 
 86 130 -42 
 86 134 -26 
 86 150 -15 
 86 151 19 
 86 172 3 
 86 177 -3 
 86 180 64 
 86 187 86 
 86 191 -40 
 86 195 -89 
 86 202 69 
 86 219 -79 
 86 238 38 
 86 240 87 
 86 243 -90 
 86 246 6 
 86 248 -37 
 87 89 11 
 87 99 -79 
 87 100 30 
 87 104 19 
 87 110 81 
 87 114 53 
 87 117 67 
 87 195 -77 
 87 199 20 
 87 235 -33 
 87 240 63 
 87 247 -87 
 88 108 -15 
 88 132 3 
 88 134 -21 
 88 164 50 
 88 203 88 
 88 211 -23 
 88 228 83 
 88 231 -48 
 89 98 -89 
 89 103 -96 
 89 115 -12 
 89 116 -25 
 89 119 7 
 89 122 -78 
 89 125 -65 
 89 126 18 
 89 142 43 
 89 160 99 
 89 163 10 
 89 166 -2 
 89 181 21 
 89 194 71 
 89 206 -88 
 89 224 -56 
 89 230 79 
 89 234 -14 
 89 236 -64 
 90 99 37 
 90 125 2 
 90 148 -20 
 90 161 -66 
 90 163 76 
 90 166 -3 
 90 177 -30 
 90 199 -69 
 90 212 35 
 90 218 14 
 90 241 86 
 90 248 -79 
 91 100 -38 
 91 106 23 
 91 123 -26 
 91 125 10 
 91 133 -15 
 91 149 -40 
 91 159 72 
 91 162 -37 
 91 167 -58 
 91 176 4 
 91 197 -54 
 91 210 -60 
 91 220 -50 
 91 221 -30 
 91 232 -1 
 91 250 -79 
 92 92 68 
 92 115 -40 
 92 119 15 
 92 134 37 
 92 136 -60 
 92 153 84 
 92 172 -55 
 92 196 -41 
 92 197 75 
 92 198 -22 
 92 219 77 
 92 221 -43 
 92 227 -19 
 92 239 -51 
 93 93 -42 
 93 98 -74 
 93 104 83 
 93 108 78 
 93 111 -29 
 93 115 53 
 93 129 12 
 93 130 -77 
 93 136 98 
 93 142 78 
 93 152 -72 
 93 159 34 
 93 173 -6 
 93 192 -78 
 93 199 -76 
 93 212 24 
 93 217 22 
 93 223 -74 
 93 235 33 
 94 101 -55 
 94 111 -82 
 94 118 -31 
 94 129 -6 
 94 142 -96 
 94 143 -16 
 94 144 27 
 94 145 -73 
 94 164 8 
 94 168 -30 
 94 185 80 
 94 200 40 
 94 209 64 
 94 224 -66 
 94 249 70 
 95 99 -20 
 95 100 -59 
 95 107 6 
 95 128 -67 
 95 139 -81 
 95 145 -93 
 95 158 3 
 95 164 7 
 95 170 45 
 95 177 -65 
 95 179 61 
 95 195 41 
 95 206 90 
 95 207 -70 
 95 214 -50 
 95 215 17 
 95 222 75 
 95 223 -33 
 95 231 57 
 95 238 65 
 95 247 -73 
 96 98 11 
 96 102 -12 
 96 145 45 
 96 165 -10 
 96 172 -27 
 96 181 -68 
 96 186 69 
 96 189 -56 
 96 194 60 
 96 202 61 
 96 207 46 
 96 209 64 
 96 210 -84 
 96 213 -44 
 96 214 -6 
 96 217 -35 
 96 227 81 
 96 228 100 
 96 238 -6 
 97 102 -86 
 97 104 99 
 97 110 84 
 97 113 88 
 97 122 -27 
 97 137 -73 
 97 155 -92 
 97 167 -42 
 97 183 17 
 97 196 36 
 97 212 -8 
 97 231 55 
 97 239 -54 
 97 240 -33 
 98 98 89 
 98 106 4 
 98 111 59 
 98 121 -98 
 98 130 -79 
 98 141 6 
 98 148 -68 
 98 150 87 
 98 162 50 
 98 170 -82 
 98 176 3 
 98 180 -30 
 98 209 75 
 98 210 55 
 98 235 99 
 98 236 -50 
 98 244 52 
 99 99 21 
 99 106 76 
 99 112 23 
 99 115 -78 
 99 118 -53 
 99 126 59 
 99 131 -97 
 99 134 -87 
 99 137 10 
 99 139 -96 
 99 150 -49 
 99 165 74 
 99 167 39 
 99 176 -2 
 99 177 -51 
 99 192 -14 
 99 197 91 
 99 202 -61 
 99 211 -82 
 99 214 4 
 99 230 -2 
 99 234 -91 
 99 237 -93 
 99 240 78 
 99 248 -6 
 100 103 60 
 100 107 -53 
 100 108 13 
 100 111 85 
 100 115 63 
 100 116 -82 
 100 140 33 
 100 147 -23 
 100 173 90 
 100 176 55 
 100 186 63 
 100 191 -95 
 100 194 13 
 100 207 61 
 100 212 86 
 100 214 54 
 100 221 86 
 100 222 18 
 100 228 -7 
 100 236 -12 
 100 242 94 
 100 243 -63 
 101 106 94 
 101 122 97 
 101 123 67 
 101 128 85 
 101 135 -78 
 101 136 2 
 101 141 46 
 101 145 75 
 101 150 -72 
 101 164 82 
 101 168 -96 
 101 174 95 
 101 177 -24 
 101 216 75 
 101 219 -44 
 101 228 47 
 101 240 -63 
 101 241 23 
 101 248 8 
 102 111 50 
 102 119 -17 
 102 122 -52 
 102 126 26 
 102 129 64 
 102 158 48 
 102 166 23 
 102 183 61 
 102 196 -35 
 102 206 48 
 102 210 -46 
 102 227 -81 
 103 109 -71 
 103 131 -26 
 103 143 28 
 103 153 -54 
 103 154 -14 
 103 188 16 
 103 243 49 
 103 247 -93 
 103 249 -16 
 104 105 10 
 104 111 -35 
 104 113 -84 
 104 126 -8 
 104 142 38 
 104 166 72 
 104 169 51 
 104 171 -89 
 104 175 75 
 104 183 70 
 104 186 -73 
 104 188 -41 
 104 193 -96 
 104 198 81 
 104 201 84 
 104 211 -42 
 104 215 82 
 104 238 98 
 104 243 97 
 105 107 26 
 105 108 30 
 105 112 25 
 105 123 -78 
 105 184 54 
 105 206 -59 
 105 228 29 
 105 234 53 
 105 241 -80 
 105 245 54 
 105 248 -1 
 106 108 -22 
 106 111 -12 
 106 128 -19 
 106 135 66 
 106 144 55 
 106 145 -36 
 106 157 66 
 106 163 -77 
 106 171 41 
 106 176 -81 
 106 187 7 
 106 189 -99 
 106 197 39 
 106 202 -65 
 106 203 -27 
 106 208 -70 
 106 210 -27 
 106 223 -73 
 106 224 33 
 106 230 3 
 106 231 -50 
 107 113 -27 
 107 146 45 
 107 153 -10 
 107 155 -74 
 107 161 67 
 107 183 80 
 107 187 33 
 107 236 4 
 108 120 -6 
 108 135 7 
 108 147 92 
 108 150 -34 
 108 163 -31 
 108 181 -29 
 108 182 -59 
 108 201 77 
 108 202 -62 
 108 214 -97 
 108 218 -92 
 108 223 62 
 109 115 60 
 109 127 35 
 109 135 -4 
 109 143 -97 
 109 152 31 
 109 155 -18 
 109 160 -43 
 109 207 -49 
 109 209 -76 
 109 234 -35 
 109 236 -5 
 109 237 68 
 109 241 -100 
 109 243 -32 
 109 250 -95 
 110 117 -86 
 110 135 -12 
 110 136 -5 
 110 147 98 
 110 167 72 
 110 177 -53 
 110 180 49 
 110 186 72 
 110 200 -4 
 110 217 88 
 110 250 16 
 111 126 79 
 111 146 76 
 111 159 32 
 111 161 -7 
 111 195 31 
 111 203 99 
 111 211 -50 
 111 218 45 
 111 221 -42 
 111 248 98 
 112 116 -75 
 112 119 -94 
 112 120 -1 
 112 121 96 
 112 129 -79 
 112 134 66 
 112 141 -45 
 112 146 -42 
 112 172 -36 
 112 193 -2 
 113 118 -81 
 113 139 -61 
 113 150 -56 
 113 151 -98 
 113 159 78 
 113 163 -73 
 113 184 -14 
 113 186 -59 
 113 209 18 
 113 211 -67 
 113 212 92 
 113 213 90 
 114 116 6 
 114 124 -13 
 114 135 7 
 114 203 -55 
 114 209 -2 
 114 214 -92 
 114 218 76 
 114 234 87 
 114 240 92 
 114 246 10 
 115 116 -60 
 115 117 48 
 115 121 43 
 115 123 -33 
 115 145 75 
 115 147 31 
 115 150 50 
 115 156 34 
 115 160 58 
 115 165 83 
 115 176 13 
 115 178 -27 
 115 204 4 
 115 209 -58 
 115 234 13 
 115 235 -74 
 115 250 -82 
 116 118 45 
 116 165 10 
 116 173 -10 
 116 209 21 
 116 238 51 
 116 243 48 
 117 119 74 
 117 123 81 
 117 126 -55 
 117 144 -31 
 117 155 80 
 117 159 -86 
 117 161 7 
 117 162 -72 
 117 163 -61 
 117 181 -79 
 117 186 32 
 117 204 32 
 117 206 9 
 117 217 -46 
 117 232 -72 
 117 239 58 
 117 245 -3 
 117 246 12 
 118 120 -4 
 118 140 -36 
 118 149 -79 
 118 154 1 
 118 165 -47 
 118 193 82 
 118 195 -47 
 118 202 -60 
 118 215 -77 
 118 217 -57 
 118 235 -2 
 118 241 -7 
 119 133 41 
 119 134 50 
 119 136 -12 
 119 141 -64 
 119 146 -38 
 119 158 -83 
 119 159 -69 
 119 199 -7 
 119 202 -28 
 119 208 85 
 119 212 70 
 119 218 51 
 119 220 18 
 119 225 -57 
 119 248 -20 
 120 121 31 
 120 138 91 
 120 140 44 
 120 141 -16 
 120 181 83 
 120 182 -69 
 120 188 -51 
 120 208 -59 
 120 223 3 
 120 231 -9 
 120 232 14 
 121 127 -23 
 121 133 50 
 121 137 -80 
 121 155 -95 
 121 196 10 
 121 203 10 
 121 204 -81 
 121 226 -69 
 121 233 -6 
 121 234 -92 
 121 246 -65 
 121 247 -48 
 122 122 38 
 122 124 -53 
 122 125 42 
 122 131 92 
 122 141 -56 
 122 153 -98 
 122 156 -78 
 122 170 -24 
 122 175 -45 
 122 180 -31 
 122 183 36 
 122 195 38 
 122 208 59 
 122 211 34 
 122 213 -67 
 122 217 -82 
 122 218 -36 
 122 223 -63 
 122 227 82 
 122 235 -33 
 123 128 -54 
 123 134 59 
 123 140 -68 
 123 142 77 
 123 162 7 
 123 163 36 
 123 164 4 
 123 173 -9 
 123 177 -37 
 123 183 -66 
 123 206 -49 
 123 230 80 
 123 231 57 
 123 239 58 
 123 241 -95 
 124 143 -46 
 124 164 49 
 124 176 -9 
 124 203 -85 
 124 228 70 
 124 238 73 
 125 129 -49 
 125 160 8 
 125 168 -74 
 125 170 -5 
 125 211 -30 
 125 215 85 
 125 227 -31 
 125 232 88 
 125 239 -94 
 126 142 18 
 126 143 3 
 126 152 -7 
 126 162 -82 
 126 170 -94 
 126 194 30 
 126 198 -19 
 126 207 80 
 126 214 -81 
 126 217 49 
 126 219 41 
 126 231 15 
 126 233 61 
 127 129 -20 
 127 130 64 
 127 134 20 
 127 138 74 
 127 139 65 
 127 152 -13 
 127 158 -12 
 127 166 36 
 127 167 -48 
 127 179 -68 
 127 196 -3 
 127 199 60 
 127 201 -91 
 127 217 13 
 127 219 -37 
 127 228 -39 
 127 235 -83 
 128 138 -9 
 128 162 -35 
 128 167 -60 
 128 177 -77 
 128 188 -30 
 128 217 -99 
 128 237 11 
 128 239 -96 
 128 249 54 
 129 129 -74 
 129 155 78 
 129 189 14 
 129 193 99 
 129 198 93 
 129 204 -37 
 129 212 -9 
 129 221 37 
 129 236 -34 
 130 132 -30 
 130 136 94 
 130 149 -41 
 130 154 2 
 130 179 -26 
 130 185 86 
 130 193 36 
 130 200 -27 
 130 211 -21 
 130 228 -93 
 130 233 5 
 130 241 -95 
 131 131 40 
 131 151 -3 
 131 152 -86 
 131 171 -1 
 131 177 -60 
 131 190 -32 
 131 191 -64 
 131 208 -41 
 131 212 -90 
 131 218 58 
 131 232 -91 
 131 246 46 
 131 249 75 
 131 250 -57 
 132 132 65 
 132 148 65 
 132 150 -70 
 132 168 -18 
 132 171 -95 
 132 174 -85 
 132 198 -74 
 132 200 -20 
 132 210 9 
 132 211 76 
 132 232 84 
 132 233 -69 
 133 142 86 
 133 157 -83 
 133 159 100 
 133 164 68 
 133 169 -58 
 133 188 -5 
 133 219 -59 
 133 221 86 
 133 248 -82 
 134 146 -61 
 134 164 -4 
 134 166 97 
 134 180 30 
 134 181 -36 
 134 191 -1 
 134 195 88 
 134 201 19 
 134 207 18 
 134 213 98 
 134 214 51 
 134 218 -55 
 134 229 -56 
 135 144 -20 
 135 154 -18 
 135 167 -85 
 135 191 99 
 135 196 -67 
 135 197 -80 
 135 212 -74 
 135 216 96 
 135 220 97 
 135 224 6 
 135 243 -29 
 136 140 -87 
 136 158 -8 
 136 171 79 
 136 184 20 
 136 196 6 
 136 200 9 
 136 210 77 
 136 211 13 
 136 216 -86 
 136 225 -8 
 137 144 -21 
 137 165 44 
 137 185 -59 
 137 187 41 
 137 196 60 
 137 214 -32 
 137 221 -92 
 137 232 15 
 137 242 -59 
 137 250 -28 
 138 157 -31 
 138 182 -78 
 138 190 -17 
 138 205 98 
 138 214 58 
 138 226 -59 
 138 234 -33 
 138 241 88 
 139 147 -89 
 139 149 24 
 139 151 -48 
 139 157 -24 
 139 172 53 
 139 175 -1 
 139 222 43 
 139 232 56 
 140 141 -24 
 140 162 17 
 140 181 -61 
 140 187 44 
 140 195 23 
 140 215 -52 
 140 225 -62 
 140 246 -82 
 141 151 -58 
 141 155 -79 
 141 157 -40 
 141 160 -98 
 141 170 63 
 141 171 13 
 141 176 24 
 141 177 42 
 141 188 23 
 141 202 -47 
 141 204 28 
 141 218 70 
 141 219 54 
 141 231 -88 
 142 158 -66 
 142 165 -31 
 142 168 -18 
 142 173 -71 
 142 188 64 
 142 190 65 
 142 217 13 
 142 221 -84 
 142 237 -43 
 143 148 -47 
 143 160 40 
 143 161 -40 
 143 165 -50 
 143 172 4 
 143 182 65 
 143 183 26 
 143 184 -23 
 143 195 -84 
 143 209 39 
 143 217 -56 
 143 221 -86 
 143 230 -68 
 143 239 -73 
 143 247 -48 
 144 154 -28 
 144 167 19 
 144 188 -4 
 144 198 -13 
 144 212 73 
 144 213 -18 
 144 246 -55 
 144 248 76 
 144 249 36 
 145 147 -24 
 145 164 -28 
 145 177 78 
 145 196 19 
 145 197 -9 
 145 203 2 
 145 223 -86 
 145 242 -61 
 145 243 64 
 145 244 58 
 145 245 43 
 146 160 -56 
 146 167 -11 
 146 168 26 
 146 170 -77 
 146 189 39 
 146 194 70 
 146 202 25 
 146 209 -14 
 146 215 88 
 146 220 54 
 146 221 -14 
 146 231 -58 
 147 155 87 
 147 197 -52 
 147 200 -1 
 147 214 -38 
 147 216 -13 
 147 218 86 
 147 220 25 
 147 222 44 
 147 245 -16 
 148 181 33 
 148 195 62 
 148 235 32 
 149 160 62 
 149 165 -23 
 149 166 17 
 149 172 -39 
 149 186 31 
 149 189 -26 
 149 204 -12 
 149 221 -77 
 149 233 77 
 149 237 -94 
 150 158 2 
 150 173 -49 
 150 180 -30 
 150 187 -33 
 150 191 -91 
 150 192 52 
 150 193 -81 
 150 212 71 
 150 227 -95 
 151 169 -52 
 151 177 2 
 151 184 -47 
 151 185 -93 
 151 207 69 
 151 215 -67 
 151 231 89 
 151 233 -31 
 151 234 -85 
 151 250 91 
 152 152 -86 
 152 159 45 
 152 179 -98 
 152 182 30 
 152 183 2 
 152 197 -12 
 152 207 48 
 152 220 -34 
 152 228 -40 
 152 231 19 
 152 239 -37 
 152 247 74 
 153 153 -13 
 153 157 11 
 153 166 3 
 153 196 63 
 153 210 -70 
 153 235 29 
 153 245 -72 
 154 190 41 
 154 203 -27 
 154 217 -68 
 154 235 58 
 155 159 -45 
 155 168 70 
 155 171 90 
 155 172 -61 
 155 182 -71 
 155 195 56 
 155 197 76 
 155 200 76 
 155 222 68 
 155 235 81 
 155 244 54 
 156 164 96 
 156 177 32 
 156 192 37 
 156 205 -78 
 156 210 -55 
 156 214 -67 
 156 216 -22 
 156 238 -55 
 156 242 -92 
 156 244 12 
 156 247 72 
 157 165 -5 
 157 166 81 
 157 169 40 
 157 182 -5 
 157 189 -32 
 157 206 75 
 157 229 -6 
 157 233 57 
 157 237 48 
 157 244 10 
 158 160 40 
 158 163 34 
 158 190 -63 
 158 201 -8 
 158 207 -69 
 158 213 -19 
 158 219 -87 
 158 235 -32 
 159 163 72 
 159 167 63 
 159 195 22 
 159 199 -33 
 159 200 -46 
 159 210 -23 
 159 250 -91 
 160 160 35 
 160 169 48 
 160 194 -3 
 160 214 -74 
 160 231 -61 
 160 247 -64 
 161 162 -16 
 161 193 -5 
 161 197 19 
 161 221 93 
 161 233 23 
 162 174 -63 
 162 177 6 
 162 182 88 
 162 192 -2 
 162 201 69 
 162 203 -87 
 162 215 -43 
 162 220 -75 
 162 230 76 
 162 250 57 
 163 163 54 
 163 177 86 
 163 180 -13 
 163 192 32 
 163 208 54 
 163 209 -92 
 163 212 65 
 163 229 -64 
 163 233 -14 
 164 167 64 
 164 177 -70 
 164 182 -97 
 164 194 11 
 164 197 -78 
 164 219 2 
 164 227 24 
 164 228 57 
 164 230 3 
 164 231 -24 
 164 234 -92 
 164 236 -44 
 164 239 63 
 164 242 -24 
 164 248 47 
 165 165 -75 
 165 168 67 
 165 178 94 
 165 180 43 
 165 204 -37 
 165 207 55 
 165 235 -43 
 165 238 -87 
 165 239 17 
 165 247 35 
 166 166 -36 
 166 167 92 
 166 184 -53 
 166 200 -40 
 166 205 -83 
 166 208 -12 
 166 223 17 
 166 225 -77 
 166 228 -49 
 167 167 -21 
 167 176 47 
 167 178 -99 
 167 179 23 
 167 182 -96 
 167 199 -41 
 167 218 -74 
 167 231 -28 
 168 168 -54 
 168 177 -7 
 168 191 44 
 168 192 -19 
 168 205 48 
 168 212 44 
 168 223 51 
 168 231 -69 
 168 232 -95 
 168 240 39 
 168 246 16 
 168 247 -25 
 168 248 45 
 169 170 94 
 169 174 36 
 169 186 26 
 169 192 -73 
 169 197 94 
 169 199 -49 
 169 206 -61 
 169 213 -36 
 169 215 -43 
 169 233 72 
 169 239 -79 
 169 243 -48 
 170 170 3 
 170 172 -1 
 170 203 79 
 170 208 -78 
 170 221 -14 
 170 224 61 
 170 238 -29 
 171 172 98 
 171 178 -55 
 171 186 -48 
 171 194 -6 
 171 207 -34 
 171 216 -43 
 171 222 88 
 171 223 38 
 171 235 62 
 171 239 63 
 171 243 61 
 172 180 -24 
 172 187 88 
 172 196 -65 
 172 207 -34 
 173 186 -74 
 173 223 -71 
 173 232 38 
 174 179 48 
 174 184 -67 
 174 193 -12 
 174 195 40 
 174 212 -50 
 174 214 50 
 174 229 95 
 175 178 72 
 175 181 70 
 175 185 -72 
 175 193 -21 
 175 204 44 
 175 207 6 
 175 209 -12 
 175 216 -47 
 175 227 96 
 175 235 41 
 175 243 62 
 175 250 -20 
 176 188 -49 
 176 190 2 
 176 193 -30 
 176 210 -83 
 176 220 38 
 176 227 69 
 176 231 -77 
 176 244 -41 
 177 177 -21 
 177 179 35 
 177 183 -32 
 177 188 -80 
 177 190 60 
 177 204 14 
 177 210 -4 
 177 212 -42 
 177 228 12 
 177 241 71 
 178 183 20 
 178 184 -60 
 178 190 -36 
 178 196 34 
 178 199 -51 
 178 206 69 
 178 221 57 
 178 232 -71 
 178 235 54 
 178 249 7 
 179 229 1 
 179 230 38 
 179 231 28 
 179 241 20 
 179 242 -80 
 179 247 -17 
 180 183 100 
 180 194 -82 
 180 199 -90 
 180 210 -90 
 180 218 -21 
 181 186 72 
 181 190 99 
 181 199 -21 
 181 202 -43 
 181 213 -81 
 181 216 -58 
 181 226 75 
 181 231 28 
 182 188 -12 
 182 195 16 
 182 214 -17 
 182 216 -92 
 182 225 -10 
 182 234 -11 
 182 238 -84 
 182 245 -10 
 183 187 -60 
 183 188 18 
 183 196 -74 
 183 206 27 
 183 244 76 
 183 249 -52 
 184 203 -50 
 184 216 98 
 184 221 34 
 184 226 74 
 184 227 98 
 184 241 58 
 184 244 -38 
 185 186 32 
 185 190 -99 
 185 218 -99 
 185 219 15 
 185 220 -53 
 185 223 -94 
 185 227 -92 
 186 194 -15 
 186 196 -82 
 186 206 -28 
 186 214 15 
 187 203 -17 
 187 212 -59 
 187 214 42 
 187 221 2 
 187 222 41 
 187 225 -75 
 187 235 -11 
 187 239 -36 
 187 240 -53 
 187 241 -99 
 187 244 46 
 187 250 -39 
 188 191 57 
 188 214 -37 
 188 216 -50 
 188 235 -76 
 188 242 72 
 188 248 48 
 189 191 92 
 189 195 20 
 189 201 -86 
 189 215 -54 
 189 219 7 
 189 234 62 
 189 236 16 
 189 246 34 
 190 201 1 
 190 207 -95 
 190 249 70 
 191 196 -45 
 191 203 27 
 191 205 47 
 191 210 -4 
 191 213 52 
 191 226 -75 
 191 239 53 
 191 241 -19 
 192 215 -44 
 193 200 -89 
 193 211 79 
 193 219 -56 
 193 221 -83 
 193 229 68 
 193 236 -52 
 193 245 -30 
 193 249 30 
 194 198 41 
 194 208 -50 
 194 212 -38 
 194 216 -72 
 194 218 58 
 195 197 3 
 195 205 97 
 195 216 97 
 195 221 49 
 195 238 77 
 195 239 -95 
 195 247 -56 
 196 207 -39 
 196 208 83 
 196 212 59 
 196 228 -86 
 196 243 29 
 197 205 86 
 197 225 17 
 197 226 -11 
 197 232 8 
 197 238 -50 
 198 207 -4 
 198 208 97 
 198 216 47 
 198 217 56 
 198 222 40 
 198 227 38 
 198 235 -63 
 198 241 -31 
 198 242 -39 
 199 204 61 
 199 209 -49 
 199 223 -19 
 199 235 -83 
 199 236 -93 
 199 239 40 
 199 244 -34 
 200 203 -23 
 200 218 -92 
 200 224 -76 
 200 225 -97 
 201 212 17 
 201 229 -77 
 201 238 -79 
 201 241 -51 
 202 210 -48 
 202 211 45 
 202 226 -37 
 202 227 -87 
 202 234 -19 
 203 205 -20 
 203 217 91 
 203 222 23 
 203 227 -13 
 203 250 25 
 204 206 21 
 204 228 98 
 204 243 65 
 204 245 58 
 204 247 -75 
 205 212 12 
 205 221 -55 
 206 219 84 
 206 227 62 
 206 228 -28 
 206 247 -11 
 206 248 69 
 207 212 79 
 207 214 1 
 207 229 -21 
 207 232 -83 
 207 239 -95 
 207 248 94 
 207 250 70 
 208 209 -97 
 208 212 -38 
 208 218 -65 
 208 246 -1 
 209 209 -97 
 209 217 -60 
 209 235 98 
 209 237 75 
 210 229 41 
 210 230 46 
 210 236 56 
 211 223 -79 
 211 238 -2 
 211 239 10 
 211 244 -54 
 211 250 -42 
 212 217 2 
 212 230 -42 
 212 231 60 
 213 220 94 
 213 228 79 
 213 238 -35 
 213 249 38 
 214 220 33 
 214 221 -76 
 214 222 76 
 214 243 -5 
 214 248 90 
 215 223 32 
 215 233 20 
 216 217 -82 
 216 226 65 
 216 227 73 
 217 237 -28 
 217 240 -98 
 217 248 -4 
 217 250 82 
 218 238 -32 
 219 228 74 
 220 231 -98 
 220 238 -55 
 220 241 35 
 220 246 4 
 221 221 -1 
 222 249 66 
 222 250 77 
 223 229 -4 
 224 228 99 
 224 237 87 
 224 244 59 
 225 235 -72 
 225 238 74 
 225 239 72 
 227 232 -20 
 227 236 -61 
 227 239 -69 
 227 245 -65 
 227 247 -36 
 228 228 -38 
 228 230 48 
 228 234 -18 
 228 237 4 
 228 240 70 
 228 243 41 
 229 229 74 
 229 240 27 
 229 241 13 
 229 249 35 
 230 239 2 
 230 248 -52 
 231 238 -38 
 231 241 13 
 232 235 25 
 234 235 -39 
 234 236 57 
 234 243 -75 
 235 247 16 
 236 240 -54 
 236 242 -2 
 236 249 52 
 239 245 81 
 240 240 -12 
 240 243 -44 
 241 244 84 
 241 250 20 
 242 247 -10 
 242 248 29 
 246 250 95 
 247 250 -35 
 250 3064 
 1 8 -1 
 1 17 4 
 1 34 -9 
 1 38 62 
 1 96 -35 
 1 103 90 
 1 112 39 
 1 117 -29 
 1 142 -69 
 1 153 27 
 1 159 -49 
 1 160 -23 
 1 201 61 
 1 209 -9 
 1 211 80 
 1 225 -54 
 2 3 -57 
 2 8 30 
 2 11 -14 
 2 32 -89 
 2 52 -19 
 2 73 -7 
 2 74 -68 
 2 89 -73 
 2 92 -41 
 2 93 -23 
 2 103 56 
 2 114 44 
 2 127 -32 
 2 138 84 
 2 142 -9 
 2 147 -95 
 2 150 -69 
 2 154 -80 
 2 157 -29 
 2 167 -87 
 2 171 25 
 2 177 43 
 2 185 32 
 2 190 28 
 2 210 61 
 2 217 30 
 2 225 4 
 2 250 64 
 3 3 -86 
 3 11 -51 
 3 19 -93 
 3 25 -75 
 3 45 6 
 3 49 -23 
 3 50 -5 
 3 59 86 
 3 62 -55 
 3 67 -15 
 3 73 -22 
 3 79 -75 
 3 83 22 
 3 111 -59 
 3 112 77 
 3 126 -64 
 3 130 53 
 3 172 19 
 3 179 28 
 3 198 59 
 3 237 75 
 4 10 -67 
 4 14 -1 
 4 18 71 
 4 23 -69 
 4 30 -47 
 4 62 -11 
 4 67 88 
 4 74 35 
 4 97 31 
 4 107 -6 
 4 118 21 
 4 122 97 
 4 149 -9 
 4 151 -47 
 4 160 -88 
 4 161 -77 
 4 191 -19 
 4 201 -4 
 4 205 44 
 4 215 -77 
 4 229 20 
 4 235 72 
 4 242 35 
 4 244 18 
 5 10 62 
 5 20 -15 
 5 25 51 
 5 27 63 
 5 39 56 
 5 45 10 
 5 49 -28 
 5 77 -13 
 5 79 65 
 5 101 -76 
 5 113 -54 
 5 124 45 
 5 125 54 
 5 157 26 
 5 189 47 
 5 197 -38 
 5 217 -81 
 6 18 -33 
 6 31 57 
 6 32 -8 
 6 35 3 
 6 42 97 
 6 70 17 
 6 90 33 
 6 91 -96 
 6 102 62 
 6 105 -92 
 6 113 -31 
 6 117 71 
 6 120 -55 
 6 125 61 
 6 137 -8 
 6 145 43 
 6 167 -26 
 6 183 -24 
 6 211 70 
 6 216 -91 
 6 218 35 
 6 222 -82 
 6 234 -72 
 6 236 82 
 6 249 90 
 6 250 25 
 7 7 -90 
 7 18 -12 
 7 24 -29 
 7 38 7 
 7 47 -99 
 7 92 -8 
 7 96 39 
 7 102 16 
 7 122 7 
 7 126 -30 
 7 129 -63 
 7 139 1 
 7 146 50 
 7 151 -46 
 7 181 95 
 7 188 -12 
 7 198 -48 
 7 202 43 
 7 237 39 
 7 239 71 
 7 247 -49 
 7 250 44 
 8 13 -94 
 8 17 14 
 8 42 -67 
 8 51 -23 
 8 57 28 
 8 61 57 
 8 68 34 
 8 78 75 
 8 89 4 
 8 96 -49 
 8 103 44 
